Year,Year ending,Offence Division,Offence Subdivision,Offence Subgroup,Offence Count,"Rate per 100,000 population"
2021,March,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,2364,36.102406216
2021,March,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,636,9.712830099
2021,March,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,1579,24.114086047
2021,March,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,281,4.291360468
2021,March,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,190,2.901631633
2021,March,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,249,3.802664614
2021,March,D Public order and security offences,D30 Public nuisance offences,D33 Begging,65,0.992663453
2021,March,D Public order and security offences,D30 Public nuisance offences,D34 Defamation and libel,1,0.015271745
2021,March,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,3253,49.678987911
2021,March,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,132,2.015870398
2021,March,D Public order and security offences,D40 Public security offences,D41 Immigration offences,4,0.061086982
2021,March,D Public order and security offences,D40 Public security offences,D43 Hacking,139,2.122772616
2021,March,D Public order and security offences,D40 Public security offences,D44 Terrorism offences,8,0.122173964
2021,March,D Public order and security offences,D40 Public security offences,D49 Other public security offences,4,0.061086982
2021,March,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,166,2.535109743
2021,March,E Justice procedures offences,E10 Justice procedures,E12 Fail to appear,2,0.030543491
2021,March,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,9980,152.412019475
2021,March,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,780,11.911961442
2021,March,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,742,11.331635115
2021,March,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2019,30.83365404
2021,March,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,54272,828.828168429
2021,March,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,4415,67.42475611
2021,March,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,10751,164.186535207
2021,March,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,1446,22.082943904
2021,March,F Other offences,F10 Regulatory driving offences,F12 Drug driving,1,0.015271745
2021,March,F Other offences,F10 Regulatory driving offences,F19 Other regulatory driving offences,11,0.1679892
2021,March,F Other offences,F20 Transport regulation offences,F21 Public transport,113,1.725707235
2021,March,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences,10,0.152717454
2021,March,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,133,2.031142143
2021,March,F Other offences,F20 Transport regulation offences,F24 Pedestrian offences,6,0.091630473
2021,March,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,21,0.320706654
2021,March,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences,46,0.70250029
2021,March,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,32,0.488695854
2021,March,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,135,2.061685634
2021,March,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences,14,0.213804436
2021,March,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,147,2.244946579
2021,March,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,87,1.328641853
2021,March,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,60,0.916304726
2021,March,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,37650,574.981215753
2021,March,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,191,2.916903379
2021,March,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,28,0.427608872
2021,March,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,38,0.580326327
2020,March,A Crimes against the person,A10 Homicide and related offences,A11 Murder,57,0.862832491
2020,March,A Crimes against the person,A10 Homicide and related offences,A12 Attempted murder,35,0.529809425
2020,March,A Crimes against the person,A10 Homicide and related offences,A14 Manslaughter & A13  Accessory/ conspiracy to murder,20,0.302748243
2020,March,A Crimes against the person,A10 Homicide and related offences,A15 Driving causing death,100,1.513741213
2020,March,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,7854,118.889234863
2020,March,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,8047,121.810755404
2020,March,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2934,44.413167187
2020,March,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,15374,232.722574075
2020,March,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,11464,173.535292649
2020,March,A Crimes against the person,A30 Sexual offences,A31 Rape,4583,69.374759788
2020,March,A Crimes against the person,A30 Sexual offences,A32 Indecent assault,6073,91.929503861
2020,March,A Crimes against the person,A30 Sexual offences,A33 Incest,371,5.6159799
2020,March,A Crimes against the person,A30 Sexual offences,A34 Sexual offences against children,2138,32.363787132
2020,March,A Crimes against the person,A30 Sexual offences,A39 Other sexual offences,584,8.840248683
2020,March,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,174,2.63390971
2020,March,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,546,8.265027023
2020,March,A Crimes against the person,A40 Abduction and related offences,A43 Slavery and sexual servitude offences,1,0.015137412
2020,March,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,3580,54.191935423
2020,March,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,529,8.007691016
2020,March,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,150,2.270611819
2020,March,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,82,1.241267795
2020,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,1378,20.859353914
2020,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,998,15.107137305
2020,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,1874,28.36751033
2020,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,984,14.895213535
2020,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,4174,63.183558227
2020,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,3043,46.063145109
2020,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,1144,17.317199476
2020,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,43,0.650908722
2020,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,1084,16.408954748
2020,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,3456,52.314896319
2020,March,B Property and deception offences,B10 Arson,B11 Cause damage by fire,2130,32.242687835
2020,March,B Property and deception offences,B10 Arson,B12 Cause a bushfire,134,2.028413225
2020,March,B Property and deception offences,B10 Arson,B19 Other fire related offences,541,8.189339962
2020,March,B Property and deception offences,B20 Property damage,B21 Criminal damage,37665,570.150627847
2020,March,B Property and deception offences,B20 Property damage,B22 Graffiti,3090,46.774603479
2020,March,B Property and deception offences,B20 Property damage,B29 Other property damage offences,478,7.235682998
2020,March,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,4271,64.651887204
2020,March,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,136,2.05868805
2020,March,B Property and deception offences,B30 Burglary/Break and enter,B319 Unknown aggravated burglary,1,0.015137412
2020,March,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,25060,379.343547958
2020,March,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,13947,211.121486966
2020,March,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,87,1.316954855
2020,March,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,21050,318.64252532
2020,March,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,64409,974.985577831
2020,March,B Property and deception offences,B40 Theft,B43 Steal from a retail store,25758,389.909461624
2020,March,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,8311,125.807032206
2020,March,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,18417,278.785719184
2020,March,B Property and deception offences,B40 Theft,B46 Fare evasion,45,0.681183546
2020,March,B Property and deception offences,B40 Theft,B49 Other theft,52154,789.476592187
2020,March,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,3479,52.663056798
2020,March,B Property and deception offences,B50 Deception,B52 Possess equipment to make false instrument,6,0.090824473
2020,March,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,30083,455.378769083
2020,March,B Property and deception offences,B50 Deception,B54 State false information,1013,15.334198487
2020,March,B Property and deception offences,B50 Deception,B55 Deceptive business practices,9,0.136236709
2020,March,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,191,2.891245717
2020,March,B Property and deception offences,B50 Deception,B59 Other deception offences,419,6.342575682
2020,March,B Property and deception offences,B60 Bribery,B61 Bribery of officials,2,0.030274824
2020,March,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,69,1.044481437
2020,March,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,4923,74.521479912
2020,March,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,1035,15.667221554
2020,March,C Drug offences,C20 Cultivate or manufacture drugs,C22 Manufacture drugs,1,0.015137412
2020,March,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,455,6.887522519
2020,March,C Drug offences,C30 Drug use and possession,C31 Drug use,598,9.052172453
2020,March,C Drug offences,C30 Drug use and possession,C32 Drug possession,26777,405.334484584
2020,March,C Drug offences,C90 Other drug offences,C99 Other drug offences,61,0.92338214
2020,March,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,4556,68.966049661
2020,March,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,10722,162.303332849
2020,March,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,282,4.26875022
2020,March,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,1772,26.823494293
2020,March,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,5183,78.457207066
2020,March,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,2724,41.23431064
2020,March,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,600,9.082447278
2020,March,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,1648,24.946455189
2020,March,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,411,6.221476385
2020,March,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,109,1.649977922
2020,March,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,204,3.088032074
2020,March,D Public order and security offences,D30 Public nuisance offences,D33 Begging,156,2.361436292
2020,March,D Public order and security offences,D30 Public nuisance offences,D34 Defamation and libel,6,0.090824473
2020,March,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,3060,46.320481115
2020,March,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,110,1.665115334
2020,March,D Public order and security offences,D40 Public security offences,D41 Immigration offences,1,0.015137412
2020,March,D Public order and security offences,D40 Public security offences,D42 Sabotage,2,0.030274824
2020,March,D Public order and security offences,D40 Public security offences,D43 Hacking,90,1.362367092
2020,March,D Public order and security offences,D40 Public security offences,D49 Other public security offences,1,0.015137412
2020,March,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,174,2.63390971
2020,March,E Justice procedures offences,E10 Justice procedures,E12 Fail to appear,4,0.060549649
2020,March,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,9159,138.643557691
2020,March,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,695,10.52050143
2020,March,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,703,10.641600727
2020,March,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2083,31.531229465
2020,March,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,46311,701.028693116
2020,March,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,4029,60.988633469
2020,March,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,14457,218.841567152
2020,March,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,1853,28.049624675
2020,March,F Other offences,F10 Regulatory driving offences,F11 Drink driving,4,0.060549649
2020,March,F Other offences,F10 Regulatory driving offences,F19 Other regulatory driving offences,22,0.333023067
2020,March,F Other offences,F20 Transport regulation offences,F21 Public transport,262,3.966001978
2020,March,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences,4,0.060549649
2020,March,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,103,1.559153449
2020,March,F Other offences,F20 Transport regulation offences,F24 Pedestrian offences,12,0.181648946
2020,March,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,23,0.348160479
2020,March,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences,44,0.666046134
2020,March,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,67,1.014206613
2020,March,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,137,2.073825462
2020,March,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences,14,0.21192377
2020,March,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,34,0.514672012
2020,March,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,67,1.014206613
2020,March,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,56,0.847695079
2020,March,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,60,0.908244728
2020,March,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,220,3.330230668
2020,March,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,35,0.529809425
2020,March,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,111,1.680252746
2019,March,A Crimes against the person,A10 Homicide and related offences,A11 Murder,49,0.750284955
2019,March,A Crimes against the person,A10 Homicide and related offences,A12 Attempted murder,27,0.413422322
2019,March,A Crimes against the person,A10 Homicide and related offences,A14 Manslaughter & A13  Accessory/ conspiracy to murder,15,0.229679068
2019,March,A Crimes against the person,A10 Homicide and related offences,A15 Driving causing death,93,1.424010221
2019,March,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,7730,118.361279662
2019,March,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,8412,128.804021282
2019,March,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",3014,46.150180711
2019,March,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,14134,216.41892972
2019,March,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,11403,174.602027423
2019,March,A Crimes against the person,A30 Sexual offences,A31 Rape,4199,64.294827076
2019,March,A Crimes against the person,A30 Sexual offences,A32 Indecent assault,6650,101.824386772
2019,March,A Crimes against the person,A30 Sexual offences,A33 Incest,469,7.181298857
2019,March,A Crimes against the person,A30 Sexual offences,A34 Sexual offences against children,1590,24.345981198
2019,March,A Crimes against the person,A30 Sexual offences,A39 Other sexual offences,536,8.207198693
2019,March,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,161,2.465221996
2019,March,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,552,8.452189699
2019,March,A Crimes against the person,A40 Abduction and related offences,A43 Slavery and sexual servitude offences,1,0.015311938
2019,March,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,2850,43.639022902
2019,March,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,445,6.813812348
2019,March,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,171,2.618341374
2019,March,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,86,1.316826656
2019,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,1341,20.533308671
2019,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,1039,15.909103437
2019,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,1766,27.040882262
2019,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,954,14.607588719
2019,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,4070,62.319587092
2019,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,3130,47.926365503
2019,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,1257,19.247105891
2019,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,59,0.903404334
2019,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,1255,19.216482015
2019,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,3348,51.264367957
2019,March,B Property and deception offences,B10 Arson,B11 Cause damage by fire,2426,37.14676125
2019,March,B Property and deception offences,B10 Arson,B12 Cause a bushfire,53,0.811532707
2019,March,B Property and deception offences,B10 Arson,B19 Other fire related offences,740,11.330834017
2019,March,B Property and deception offences,B20 Property damage,B21 Criminal damage,36211,554.460581866
2019,March,B Property and deception offences,B20 Property damage,B22 Graffiti,2620,40.117277194
2019,March,B Property and deception offences,B20 Property damage,B29 Other property damage offences,510,7.809088309
2019,March,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,3499,53.576470574
2019,March,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,116,1.776184792
2019,March,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,23139,354.302930154
2019,March,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,12181,186.514715079
2019,March,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,89,1.36276247
2019,March,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,18407,281.846840198
2019,March,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,54865,840.089470715
2019,March,B Property and deception offences,B40 Theft,B43 Steal from a retail store,23932,366.445296877
2019,March,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,6623,101.41096445
2019,March,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,17879,273.762137008
2019,March,B Property and deception offences,B40 Theft,B46 Fare evasion,129,1.975239984
2019,March,B Property and deception offences,B40 Theft,B49 Other theft,47907,733.549007082
2019,March,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,3211,49.16663247
2019,March,B Property and deception offences,B50 Deception,B52 Possess equipment to make false instrument,19,0.290926819
2019,March,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,31742,486.031531567
2019,March,B Property and deception offences,B50 Deception,B54 State false information,1023,15.664112431
2019,March,B Property and deception offences,B50 Deception,B55 Deceptive business practices,18,0.275614881
2019,March,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,143,2.189607114
2019,March,B Property and deception offences,B50 Deception,B59 Other deception offences,382,5.849160263
2019,March,B Property and deception offences,B60 Bribery,B61 Bribery of officials,7,0.107183565
2019,March,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,113,1.730248978
2019,March,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,4697,71.920172131
2019,March,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,1130,17.302489782
2019,March,C Drug offences,C20 Cultivate or manufacture drugs,C22 Manufacture drugs,1,0.015311938
2019,March,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,305,4.670141047
2019,March,C Drug offences,C30 Drug use and possession,C31 Drug use,876,13.413257566
2019,March,C Drug offences,C30 Drug use and possession,C32 Drug possession,25144,385.003365564
2019,March,C Drug offences,C90 Other drug offences,C99 Other drug offences,95,1.454634097
2019,March,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,4836,74.048531493
2019,March,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,10900,166.900122679
2019,March,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,225,3.445186019
2019,March,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,1448,22.171686022
2019,March,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,7549,115.589818909
2019,March,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,3457,52.933369184
2019,March,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,863,13.214202374
2019,March,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,1793,27.454304584
2019,March,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,382,5.849160263
2019,March,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,81,1.240266967
2019,March,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,293,4.486397793
2019,March,D Public order and security offences,D30 Public nuisance offences,D33 Begging,231,3.537057646
2019,March,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,3106,47.558878995
2019,March,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,145,2.22023099
2019,March,D Public order and security offences,D40 Public security offences,D43 Hacking,57,0.872780458
2019,March,D Public order and security offences,D40 Public security offences,D44 Terrorism offences,4,0.061247751
2019,March,D Public order and security offences,D40 Public security offences,D49 Other public security offences,3,0.045935814
2019,March,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,154,2.358038431
2019,March,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,8447,129.339939107
2019,March,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,752,11.514577271
2019,March,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,926,14.178854459
2019,March,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2369,36.273980791
2019,March,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,43535,666.605214756
2019,March,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,3692,56.531674581
2019,March,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,15021,230.000618602
2019,March,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,1406,21.528584632
2019,March,F Other offences,F10 Regulatory driving offences,F11 Drink driving,3,0.045935814
2019,March,F Other offences,F10 Regulatory driving offences,F14 Parking offences,1,0.015311938
2019,March,F Other offences,F10 Regulatory driving offences,F15 Licensing offences,1,0.015311938
2019,March,F Other offences,F10 Regulatory driving offences,F16 Registration and roadworthiness offences,1,0.015311938
2019,March,F Other offences,F10 Regulatory driving offences,F19 Other regulatory driving offences,11,0.168431316
2019,March,F Other offences,F20 Transport regulation offences,F21 Public transport,418,6.400390026
2019,March,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences,8,0.122495503
2019,March,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,149,2.281478741
2019,March,F Other offences,F20 Transport regulation offences,F24 Pedestrian offences,21,0.321550695
2019,March,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,30,0.459358136
2019,March,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences,36,0.551229763
2019,March,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,300,4.593581358
2019,March,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,189,2.893956256
2019,March,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences,14,0.21436713
2019,March,F Other offences,F30 Other government regulatory offences,F35 Intellectual property,1,0.015311938
2019,March,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,50,0.765596893
2019,March,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,70,1.07183565
2019,March,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,52,0.796220769
2019,March,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,134,2.051799673
2019,March,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,190,2.909268193
2019,March,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,54,0.826844644
2019,March,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,55,0.842156582
2018,March,A Crimes against the person,A10 Homicide and related offences,A11 Murder,62,0.966007746
2018,March,A Crimes against the person,A10 Homicide and related offences,A12 Attempted murder,58,0.903684665
2018,March,A Crimes against the person,A10 Homicide and related offences,A14 Manslaughter & A13  Accessory/ conspiracy to murder,20,0.311615402
2018,March,A Crimes against the person,A10 Homicide and related offences,A15 Driving causing death,85,1.324365458
2018,March,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,7629,118.865695008
2018,March,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,8596,133.932299684
2018,March,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2920,45.49584866
2018,March,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,13789,214.843238756
2018,March,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,10358,161.385616581
2018,March,A Crimes against the person,A30 Sexual offences,A31 Rape,4551,70.908084675
2018,March,A Crimes against the person,A30 Sexual offences,A32 Indecent assault,7144,111.309021515
2018,March,A Crimes against the person,A30 Sexual offences,A33 Incest,591,9.208235123
2018,March,A Crimes against the person,A30 Sexual offences,A34 Sexual offences against children,1856,28.917909285
2018,March,A Crimes against the person,A30 Sexual offences,A39 Other sexual offences,782,12.18416221
2018,March,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,147,2.290373203
2018,March,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,569,8.865458181
2018,March,A Crimes against the person,A40 Abduction and related offences,A43 Slavery and sexual servitude offences,1,0.01558077
2018,March,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,2845,44.327290903
2018,March,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,382,5.951854174
2018,March,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,100,1.558077009
2018,March,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,69,1.075073136
2018,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,1295,20.177097265
2018,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,1162,18.104854843
2018,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,1537,23.947643627
2018,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,971,15.128927756
2018,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,3823,59.56528405
2018,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,2893,45.075167867
2018,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,984,15.331477767
2018,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,57,0.888103895
2018,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,1176,18.322985625
2018,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,3707,57.75791472
2018,March,B Property and deception offences,B10 Arson,B11 Cause damage by fire,2565,39.964675278
