Year,Year ending,Offence Division,Offence Subdivision,Offence Subgroup,Offence Count,"Rate per 100,000 population"
2018,March,B Property and deception offences,B10 Arson,B12 Cause a bushfire,61,0.950426975
2018,March,B Property and deception offences,B10 Arson,B19 Other fire related offences,583,9.083588962
2018,March,B Property and deception offences,B20 Property damage,B21 Criminal damage,37842,589.607501705
2018,March,B Property and deception offences,B20 Property damage,B22 Graffiti,3090,48.144579575
2018,March,B Property and deception offences,B20 Property damage,B29 Other property damage offences,468,7.291800402
2018,March,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,3489,54.36130684
2018,March,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,153,2.383857824
2018,March,B Property and deception offences,B30 Burglary/Break and enter,B319 Unknown aggravated burglary,4,0.06232308
2018,March,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,27382,426.632646575
2018,March,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,14019,218.426815876
2018,March,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,81,1.262042377
2018,March,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,17961,279.846211567
2018,March,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,54635,851.255373808
2018,March,B Property and deception offences,B40 Theft,B43 Steal from a retail store,22302,347.482334523
2018,March,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,6307,98.267916951
2018,March,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,17421,271.432595719
2018,March,B Property and deception offences,B40 Theft,B46 Fare evasion,100,1.558077009
2018,March,B Property and deception offences,B40 Theft,B49 Other theft,45338,706.400954291
2018,March,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,3221,50.185660456
2018,March,B Property and deception offences,B50 Deception,B52 Possess equipment to make false instrument,14,0.218130781
2018,March,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,28623,445.968382255
2018,March,B Property and deception offences,B50 Deception,B54 State false information,970,15.113346986
2018,March,B Property and deception offences,B50 Deception,B55 Deceptive business practices,200,3.116154018
2018,March,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,189,2.944765547
2018,March,B Property and deception offences,B50 Deception,B59 Other deception offences,478,7.447608102
2018,March,B Property and deception offences,B60 Bribery,B61 Bribery of officials,9,0.140226931
2018,March,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,50,0.779038504
2018,March,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,4157,64.76926126
2018,March,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,937,14.599181573
2018,March,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,371,5.780465703
2018,March,C Drug offences,C30 Drug use and possession,C31 Drug use,1015,15.81448164
2018,March,C Drug offences,C30 Drug use and possession,C32 Drug possession,22034,343.306688139
2018,March,C Drug offences,C90 Other drug offences,C99 Other drug offences,65,1.012750056
2018,March,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,4421,68.882584563
2018,March,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,10006,155.90118551
2018,March,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,262,4.082161763
2018,March,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,1364,21.252170401
2018,March,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,7961,124.038510678
2018,March,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,3931,61.24800722
2018,March,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,932,14.521277723
2018,March,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,1611,25.100620613
2018,March,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,263,4.097742533
2018,March,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,208,3.240800178
2018,March,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,425,6.621827288
2018,March,D Public order and security offences,D30 Public nuisance offences,D33 Begging,227,3.53683481
2018,March,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,2779,43.298960077
2018,March,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,169,2.633150145
2018,March,D Public order and security offences,D40 Public security offences,D41 Immigration offences,1,0.01558077
2018,March,D Public order and security offences,D40 Public security offences,D43 Hacking,86,1.339946228
2018,March,D Public order and security offences,D40 Public security offences,D44 Terrorism offences,44,0.685553884
2018,March,D Public order and security offences,D40 Public security offences,D49 Other public security offences,6,0.093484621
2018,March,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,126,1.963177031
2018,March,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,8650,134.773661269
2018,March,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,743,11.576512176
2018,March,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,871,13.570850747
2018,March,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,1846,28.762101584
2018,March,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,38847,605.266175644
2018,March,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,3289,51.245152822
2018,March,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,13989,217.959392774
2018,March,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,1064,16.577939375
2018,March,F Other offences,F10 Regulatory driving offences,F15 Licensing offences,2,0.03116154
2018,March,F Other offences,F10 Regulatory driving offences,F19 Other regulatory driving offences,17,0.264873092
2018,March,F Other offences,F20 Transport regulation offences,F21 Public transport,379,5.905111864
2018,March,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences,14,0.218130781
2018,March,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,92,1.433430848
2018,March,F Other offences,F20 Transport regulation offences,F24 Pedestrian offences,24,0.373938482
2018,March,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,48,0.747876964
2018,March,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences,29,0.451842333
2018,March,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,215,3.349865569
2018,March,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,318,4.954684888
2018,March,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences,20,0.311615402
2018,March,F Other offences,F30 Other government regulatory offences,F35 Intellectual property,1,0.01558077
2018,March,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,65,1.012750056
2018,March,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,77,1.199719297
2018,March,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,75,1.168557757
2018,March,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,31,0.483003873
2018,March,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,180,2.804538616
2018,March,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,22,0.342776942
2018,March,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,62,0.966007746
2017,March,A Crimes against the person,A10 Homicide and related offences,A11 Murder,69,1.095273214
2017,March,A Crimes against the person,A10 Homicide and related offences,A12 Attempted murder,84,1.333376086
2017,March,A Crimes against the person,A10 Homicide and related offences,A14 Manslaughter & A13  Accessory/ conspiracy to murder,10,0.158735248
2017,March,A Crimes against the person,A10 Homicide and related offences,A15 Driving causing death,74,1.174640838
2017,March,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,8391,133.194746879
2017,March,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,8669,137.607586783
2017,March,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",3119,49.509523956
2017,March,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,13990,222.070612423
2017,March,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,9486,150.576256572
2017,March,A Crimes against the person,A30 Sexual offences,A31 Rape,4376,69.462544672
2017,March,A Crimes against the person,A30 Sexual offences,A32 Indecent assault,6742,107.019304428
2017,March,A Crimes against the person,A30 Sexual offences,A33 Incest,459,7.285947899
2017,March,A Crimes against the person,A30 Sexual offences,A34 Sexual offences against children,1346,21.365764426
2017,March,A Crimes against the person,A30 Sexual offences,A39 Other sexual offences,436,6.920856827
2017,March,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,203,3.222325541
2017,March,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,603,9.571735475
2017,March,A Crimes against the person,A40 Abduction and related offences,A43 Slavery and sexual servitude offences,1,0.015873525
2017,March,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,2891,45.890360294
2017,March,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,403,6.397030508
2017,March,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,147,2.333408151
2017,March,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,60,0.95241149
2017,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,1447,22.968990434
2017,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,1103,17.508497892
2017,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,1451,23.032484534
2017,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,822,13.048037413
2017,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,4048,64.256028527
2017,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,3011,47.795183274
2017,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,934,14.825872195
2017,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,56,0.888917391
2017,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,1208,19.175217999
2017,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,3895,61.827379227
2017,March,B Property and deception offences,B10 Arson,B11 Cause damage by fire,2989,47.445965728
2017,March,B Property and deception offences,B10 Arson,B12 Cause a bushfire,51,0.809549767
2017,March,B Property and deception offences,B10 Arson,B19 Other fire related offences,568,9.016162106
2017,March,B Property and deception offences,B20 Property damage,B21 Criminal damage,39310,623.988261211
2017,March,B Property and deception offences,B20 Property damage,B22 Graffiti,3255,51.668323334
2017,March,B Property and deception offences,B20 Property damage,B29 Other property damage offences,497,7.889141842
2017,March,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,4108,65.208440017
2017,March,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,171,2.714372747
2017,March,B Property and deception offences,B30 Burglary/Break and enter,B319 Unknown aggravated burglary,5,0.079367624
2017,March,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,32165,510.571926274
2017,March,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,16891,268.119707965
2017,March,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,105,1.666720108
2017,March,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,23617,374.885035996
2017,March,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,67215,1066.938971694
2017,March,B Property and deception offences,B40 Theft,B43 Steal from a retail store,23435,371.996054477
2017,March,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,6530,103.654117164
2017,March,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,19302,306.390776339
2017,March,B Property and deception offences,B40 Theft,B46 Fare evasion,138,2.190546427
2017,March,B Property and deception offences,B40 Theft,B49 Other theft,48362,767.675408005
2017,March,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,3244,51.49371456
2017,March,B Property and deception offences,B50 Deception,B52 Possess equipment to make false instrument,13,0.206355823
2017,March,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,30310,481.126537708
2017,March,B Property and deception offences,B50 Deception,B54 State false information,1286,20.413352936
2017,March,B Property and deception offences,B50 Deception,B55 Deceptive business practices,37,0.587320419
2017,March,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,102,1.619099533
2017,March,B Property and deception offences,B50 Deception,B59 Other deception offences,334,5.301757294
2017,March,B Property and deception offences,B60 Bribery,B61 Bribery of officials,22,0.349217546
2017,March,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,44,0.698435093
2017,March,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,4768,75.684966407
2017,March,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,904,14.34966645
2017,March,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,571,9.06378268
2017,March,C Drug offences,C30 Drug use and possession,C31 Drug use,1289,20.460973511
2017,March,C Drug offences,C30 Drug use and possession,C32 Drug possession,23287,369.646772801
2017,March,C Drug offences,C90 Other drug offences,C99 Other drug offences,52,0.825423291
2017,March,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,4753,75.446863534
2017,March,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,10822,171.78328575
2017,March,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,347,5.508113117
2017,March,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,1211,19.222838574
2017,March,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,8068,128.067598358
2017,March,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,4113,65.287807641
2017,March,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,936,14.857619244
2017,March,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,1856,29.461262091
2017,March,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,301,4.777930975
2017,March,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,108,1.714340682
2017,March,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,247,3.920760634
2017,March,D Public order and security offences,D30 Public nuisance offences,D33 Begging,86,1.365123136
2017,March,D Public order and security offences,D30 Public nuisance offences,D34 Defamation and libel,1,0.015873525
2017,March,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,2681,42.556920079
2017,March,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,147,2.333408151
2017,March,D Public order and security offences,D40 Public security offences,D41 Immigration offences,1,0.015873525
2017,March,D Public order and security offences,D40 Public security offences,D43 Hacking,66,1.047652639
2017,March,D Public order and security offences,D40 Public security offences,D49 Other public security offences,4,0.063494099
2017,March,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,225,3.571543088
2017,March,E Justice procedures offences,E10 Justice procedures,E12 Fail to appear,1,0.015873525
2017,March,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,9630,152.862044148
2017,March,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,733,11.635293703
2017,March,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,850,13.492496109
2017,March,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,1817,28.842194623
2017,March,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,37777,599.654147641
2017,March,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,3108,49.334915183
2017,March,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,15122,240.039442535
2017,March,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,991,15.73066311
2017,March,F Other offences,F10 Regulatory driving offences,F11 Drink driving,2,0.03174705
2017,March,F Other offences,F10 Regulatory driving offences,F15 Licensing offences,6,0.095241149
2017,March,F Other offences,F10 Regulatory driving offences,F19 Other regulatory driving offences,6,0.095241149
2017,March,F Other offences,F20 Transport regulation offences,F21 Public transport,484,7.682786019
2017,March,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences,7,0.111114674
2017,March,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,117,1.857202406
2017,March,F Other offences,F20 Transport regulation offences,F24 Pedestrian offences,32,0.507952795
2017,March,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,103,1.634973058
2017,March,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences,28,0.444458695
2017,March,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,130,2.063558228
2017,March,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,140,2.222293477
2017,March,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences,35,0.555573369
2017,March,F Other offences,F30 Other government regulatory offences,F35 Intellectual property,7,0.111114674
2017,March,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,69,1.095273214
2017,March,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,67,1.063526164
2017,March,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,45,0.714308618
2017,March,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,60,0.95241149
2017,March,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,238,3.77789891
2017,March,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,18,0.285723447
2017,March,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,48,0.761929192
2016,March,A Crimes against the person,A10 Homicide and related offences,A11 Murder,54,0.874752882
2016,March,A Crimes against the person,A10 Homicide and related offences,A12 Attempted murder,49,0.793757245
2016,March,A Crimes against the person,A10 Homicide and related offences,A14 Manslaughter & A13  Accessory/ conspiracy to murder,11,0.178190402
2016,March,A Crimes against the person,A10 Homicide and related offences,A15 Driving causing death,81,1.312129323
2016,March,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,8485,137.449596415
2016,March,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,8471,137.222808631
2016,March,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2863,46.37810189
2016,March,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,12149,196.803199392
2016,March,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,8547,138.453942317
2016,March,A Crimes against the person,A30 Sexual offences,A31 Rape,4150,67.226378918
2016,March,A Crimes against the person,A30 Sexual offences,A32 Indecent assault,5643,91.411676201
2016,March,A Crimes against the person,A30 Sexual offences,A33 Incest,409,6.625443127
2016,March,A Crimes against the person,A30 Sexual offences,A34 Sexual offences against children,1469,23.796518224
2016,March,A Crimes against the person,A30 Sexual offences,A39 Other sexual offences,313,5.070326892
2016,March,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,207,3.353219382
2016,March,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,567,9.184905264
2016,March,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,2470,40.011844802
2016,March,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,281,4.551954814
2016,March,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,138,2.235479588
2016,March,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,71,1.150138049
2016,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,1445,23.407739166
2016,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,1239,20.070718911
2016,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,1859,30.11417793
2016,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,1047,16.96048644
2016,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,3964,64.213341213
2016,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,3082,49.925710802
2016,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,580,9.395493921
2016,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,66,1.069142412
2016,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,1150,18.628996568
2016,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,3298,53.424722331
2016,March,B Property and deception offences,B10 Arson,B11 Cause damage by fire,3359,54.412869105
2016,March,B Property and deception offences,B10 Arson,B12 Cause a bushfire,233,3.774396696
2016,March,B Property and deception offences,B10 Arson,B19 Other fire related offences,761,12.32753599
2016,March,B Property and deception offences,B20 Property damage,B21 Criminal damage,40078,649.228629949
2016,March,B Property and deception offences,B20 Property damage,B22 Graffiti,3188,51.642818311
2016,March,B Property and deception offences,B20 Property damage,B29 Other property damage offences,432,6.998023058
2016,March,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,3217,52.112593007
2016,March,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,109,1.765704892
2016,March,B Property and deception offences,B30 Burglary/Break and enter,B319 Unknown aggravated burglary,18,0.291584294
2016,March,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,31032,502.691323035
2016,March,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,16561,268.273749703
2016,March,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,222,3.596206294
2016,March,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,20264,328.259118651
2016,March,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,57893,937.816085474
2016,March,B Property and deception offences,B40 Theft,B43 Steal from a retail store,21798,353.108580159
2016,March,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,6554,106.169081309
2016,March,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,15498,251.054077223
2016,March,B Property and deception offences,B40 Theft,B46 Fare evasion,123,1.992492676
2016,March,B Property and deception offences,B40 Theft,B49 Other theft,50431,816.938196441
2016,March,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,4794,77.658616996
2016,March,B Property and deception offences,B50 Deception,B52 Possess equipment to make false instrument,18,0.291584294
2016,March,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,31519,510.580298103
2016,March,B Property and deception offences,B50 Deception,B54 State false information,1144,18.531801803
2016,March,B Property and deception offences,B50 Deception,B55 Deceptive business practices,65,1.052943284
2016,March,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,141,2.28407697
2016,March,B Property and deception offences,B50 Deception,B59 Other deception offences,785,12.716315048
2016,March,B Property and deception offences,B60 Bribery,B61 Bribery of officials,10,0.161991275
2016,March,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,36,0.583168588
2016,March,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,5320,86.179358035
2016,March,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,1113,18.029628852
2016,March,C Drug offences,C20 Cultivate or manufacture drugs,C22 Manufacture drugs,1,0.016199127
2016,March,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,681,11.031605794
2016,March,C Drug offences,C30 Drug use and possession,C31 Drug use,1231,19.941125891
2016,March,C Drug offences,C30 Drug use and possession,C32 Drug possession,22144,358.713478257
2016,March,C Drug offences,C90 Other drug offences,C99 Other drug offences,259,4.19557401
2016,March,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,4992,80.866044231
2016,March,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,10906,176.667683972
2016,March,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,378,6.123270176
2016,March,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,1325,21.463843872
2016,March,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,8626,139.733673385
2016,March,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,4459,72.2319093
2016,March,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,1094,17.721845431
2016,March,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,1732,28.056888744
2016,March,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,257,4.163175755
2016,March,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,83,1.344527578
2016,March,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,309,5.005530382
2016,March,D Public order and security offences,D30 Public nuisance offences,D33 Begging,108,1.749505765
2016,March,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,2772,44.903981292
2016,March,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,162,2.624258647
2016,March,D Public order and security offences,D40 Public security offences,D41 Immigration offences,3,0.048597382
2016,March,D Public order and security offences,D40 Public security offences,D43 Hacking,174,2.818648176
2016,March,D Public order and security offences,D40 Public security offences,D44 Terrorism offences,1,0.016199127
2016,March,D Public order and security offences,D40 Public security offences,D49 Other public security offences,2,0.032398255
2016,March,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,208,3.36941851
2016,March,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,7564,122.530200033
2016,March,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,767,12.424730754
2016,March,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,836,13.542470548
2016,March,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,1652,26.760958548
2016,March,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,34280,555.306088993
2016,March,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,2881,46.669686184
2016,March,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,18306,296.541227103
2016,March,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,1093,17.705646303
2016,March,F Other offences,F10 Regulatory driving offences,F11 Drink driving,8,0.12959302
2016,March,F Other offences,F10 Regulatory driving offences,F15 Licensing offences,9,0.145792147
2016,March,F Other offences,F10 Regulatory driving offences,F19 Other regulatory driving offences,8,0.12959302
2016,March,F Other offences,F20 Transport regulation offences,F21 Public transport,307,4.973132127
2016,March,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences,1,0.016199127
2016,March,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,95,1.538917108
2016,March,F Other offences,F20 Transport regulation offences,F24 Pedestrian offences,25,0.404978186
2016,March,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,96,1.555116235
2016,March,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences,12,0.194389529
2016,March,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,82,1.328328451
2016,March,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,144,2.332674353
2016,March,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences,54,0.874752882
2016,March,F Other offences,F30 Other government regulatory offences,F35 Intellectual property,1,0.016199127
2016,March,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,77,1.247332814
2016,March,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,150,2.429869118
2016,March,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,65,1.052943284
2016,March,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,110,1.78190402
2016,March,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,224,3.628604549
2016,March,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,59,0.95574852
