Year,Year ending,Offence Division,Offence Subdivision,Offence Subgroup,Offence Count,"Rate per 100,000 population"
2020,March,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,"21,050",318.6
2020,March,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,"64,409",975.0
2020,March,B Property and deception offences,B40 Theft,B43 Steal from a retail store,"25,758",389.9
2020,March,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,"8,311",125.8
2020,March,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,"18,417",278.8
2020,March,B Property and deception offences,B40 Theft,B46 Fare evasion,45,0.7
2020,March,B Property and deception offences,B40 Theft,B49 Other theft,"52,154",789.5
2020,March,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,"3,479",52.7
2020,March,B Property and deception offences,B50 Deception,B52 Possess equipment to make false instrument,6,0.1
2020,March,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,"30,083",455.4
2020,March,B Property and deception offences,B50 Deception,B54 State false information,"1,013",15.3
2020,March,B Property and deception offences,B50 Deception,B55 Deceptive business practices,9,0.1
2020,March,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,191,2.9
2020,March,B Property and deception offences,B50 Deception,B59 Other deception offences,419,6.3
2020,March,B Property and deception offences,B60 Bribery,B61 Bribery of officials,2,0.0
2020,March,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,69,1.0
2020,March,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,"4,923",74.5
2020,March,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,"1,035",15.7
2020,March,C Drug offences,C20 Cultivate or manufacture drugs,C22 Manufacture drugs,1,0.0
2020,March,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,455,6.9
2020,March,C Drug offences,C30 Drug use and possession,C31 Drug use,598,9.1
2020,March,C Drug offences,C30 Drug use and possession,C32 Drug possession,"26,777",405.3
2020,March,C Drug offences,C90 Other drug offences,C99 Other drug offences,61,0.9
2020,March,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,"4,556",69.0
2020,March,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,"10,722",162.3
2020,March,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,282,4.3
2020,March,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,"1,772",26.8
2020,March,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,"5,183",78.5
2020,March,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,"2,724",41.2
2020,March,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,600,9.1
2020,March,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,"1,648",24.9
2020,March,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,411,6.2
2020,March,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,109,1.6
2020,March,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,204,3.1
2020,March,D Public order and security offences,D30 Public nuisance offences,D33 Begging,156,2.4
2020,March,D Public order and security offences,D30 Public nuisance offences,D34 Defamation and libel,6,0.1
2020,March,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,"3,060",46.3
2020,March,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,110,1.7
2020,March,D Public order and security offences,D40 Public security offences,D41 Immigration offences,1,0.0
2020,March,D Public order and security offences,D40 Public security offences,D42 Sabotage,2,0.0
2020,March,D Public order and security offences,D40 Public security offences,D43 Hacking,90,1.4
2020,March,D Public order and security offences,D40 Public security offences,D49 Other public security offences,1,0.0
2020,March,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,174,2.6
2020,March,E Justice procedures offences,E10 Justice procedures,E12 Fail to appear,4,0.1
2020,March,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,"9,159",138.6
2020,March,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,695,10.5
2020,March,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,703,10.6
2020,March,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,"2,083",31.5
2020,March,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,"46,311",701.0
2020,March,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,"4,029",61.0
2020,March,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,"14,457",218.8
2020,March,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,"1,853",28.0
2020,March,F Other offences,F10 Regulatory driving offences,F11 Drink driving,4,0.1
2020,March,F Other offences,F10 Regulatory driving offences,F19 Other regulatory driving offences,22,0.3
2020,March,F Other offences,F20 Transport regulation offences,F21 Public transport,262,4.0
2020,March,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences,4,0.1
2020,March,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,103,1.6
2020,March,F Other offences,F20 Transport regulation offences,F24 Pedestrian offences,12,0.2
2020,March,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,23,0.3
2020,March,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences,44,0.7
2020,March,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,67,1.0
2020,March,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,137,2.1
2020,March,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences,14,0.2
2020,March,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,34,0.5
2020,March,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,67,1.0
2020,March,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,56,0.8
2020,March,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,60,0.9
2020,March,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,220,3.3
2020,March,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,35,0.5
2020,March,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,111,1.7
2019,March,A Crimes against the person,A10 Homicide and related offences,A11 Murder,49,0.8
2019,March,A Crimes against the person,A10 Homicide and related offences,A12 Attempted murder,27,0.4
2019,March,A Crimes against the person,A10 Homicide and related offences,A14 Manslaughter & A13  Accessory/ conspiracy to murder,15,0.2
2019,March,A Crimes against the person,A10 Homicide and related offences,A15 Driving causing death,93,1.4
2019,March,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,"7,730",118.4
2019,March,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,"8,412",128.8
2019,March,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer","3,014",46.2
2019,March,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,"14,134",216.4
2019,March,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,"11,403",174.6
2019,March,A Crimes against the person,A30 Sexual offences,A31 Rape,"4,199",64.3
2019,March,A Crimes against the person,A30 Sexual offences,A32 Indecent assault,"6,650",101.8
2019,March,A Crimes against the person,A30 Sexual offences,A33 Incest,469,7.2
2019,March,A Crimes against the person,A30 Sexual offences,A34 Sexual offences against children,"1,590",24.3
2019,March,A Crimes against the person,A30 Sexual offences,A39 Other sexual offences,536,8.2
2019,March,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,161,2.5
2019,March,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,552,8.5
2019,March,A Crimes against the person,A40 Abduction and related offences,A43 Slavery and sexual servitude offences,1,0.0
2019,March,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,"2,850",43.6
2019,March,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,445,6.8
2019,March,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,171,2.6
2019,March,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,86,1.3
2019,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,"1,341",20.5
2019,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,"1,039",15.9
2019,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,"1,766",27.0
2019,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,954,14.6
2019,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,"4,070",62.3
2019,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,"3,130",47.9
2019,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,"1,257",19.2
2019,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,59,0.9
2019,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,"1,255",19.2
2019,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,"3,348",51.3
2019,March,B Property and deception offences,B10 Arson,B11 Cause damage by fire,"2,426",37.1
2019,March,B Property and deception offences,B10 Arson,B12 Cause a bushfire,53,0.8
2019,March,B Property and deception offences,B10 Arson,B19 Other fire related offences,740,11.3
2019,March,B Property and deception offences,B20 Property damage,B21 Criminal damage,"36,211",554.5
2019,March,B Property and deception offences,B20 Property damage,B22 Graffiti,"2,620",40.1
2019,March,B Property and deception offences,B20 Property damage,B29 Other property damage offences,510,7.8
2019,March,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,"3,499",53.6
2019,March,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,116,1.8
2019,March,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,"23,139",354.3
2019,March,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,"12,181",186.5
2019,March,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,89,1.4
2019,March,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,"18,407",281.8
2019,March,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,"54,865",840.1
2019,March,B Property and deception offences,B40 Theft,B43 Steal from a retail store,"23,932",366.4
2019,March,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,"6,623",101.4
2019,March,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,"17,879",273.8
2019,March,B Property and deception offences,B40 Theft,B46 Fare evasion,129,2.0
2019,March,B Property and deception offences,B40 Theft,B49 Other theft,"47,907",733.5
2019,March,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,"3,211",49.2
2019,March,B Property and deception offences,B50 Deception,B52 Possess equipment to make false instrument,19,0.3
2019,March,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,"31,742",486.0
2019,March,B Property and deception offences,B50 Deception,B54 State false information,"1,023",15.7
2019,March,B Property and deception offences,B50 Deception,B55 Deceptive business practices,18,0.3
2019,March,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,143,2.2
2019,March,B Property and deception offences,B50 Deception,B59 Other deception offences,382,5.8
2019,March,B Property and deception offences,B60 Bribery,B61 Bribery of officials,7,0.1
2019,March,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,113,1.7
2019,March,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,"4,697",71.9
2019,March,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,"1,130",17.3
2019,March,C Drug offences,C20 Cultivate or manufacture drugs,C22 Manufacture drugs,1,0.0
2019,March,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,305,4.7
2019,March,C Drug offences,C30 Drug use and possession,C31 Drug use,876,13.4
2019,March,C Drug offences,C30 Drug use and possession,C32 Drug possession,"25,144",385.0
2019,March,C Drug offences,C90 Other drug offences,C99 Other drug offences,95,1.5
2019,March,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,"4,836",74.0
2019,March,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,"10,900",166.9
2019,March,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,225,3.4
2019,March,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,"1,448",22.2
2019,March,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,"7,549",115.6
2019,March,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,"3,457",52.9
2019,March,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,863,13.2
2019,March,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,"1,793",27.5
2019,March,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,382,5.8
2019,March,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,81,1.2
2019,March,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,293,4.5
2019,March,D Public order and security offences,D30 Public nuisance offences,D33 Begging,231,3.5
2019,March,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,"3,106",47.6
2019,March,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,145,2.2
2019,March,D Public order and security offences,D40 Public security offences,D43 Hacking,57,0.9
2019,March,D Public order and security offences,D40 Public security offences,D44 Terrorism offences,4,0.1
2019,March,D Public order and security offences,D40 Public security offences,D49 Other public security offences,3,0.0
2019,March,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,154,2.4
2019,March,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,"8,447",129.3
2019,March,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,752,11.5
2019,March,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,926,14.2
2019,March,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,"2,369",36.3
2019,March,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,"43,535",666.6
2019,March,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,"3,692",56.5
2019,March,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,"15,021",230.0
2019,March,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,"1,406",21.5
2019,March,F Other offences,F10 Regulatory driving offences,F11 Drink driving,3,0.0
2019,March,F Other offences,F10 Regulatory driving offences,F14 Parking offences,1,0.0
2019,March,F Other offences,F10 Regulatory driving offences,F15 Licensing offences,1,0.0
2019,March,F Other offences,F10 Regulatory driving offences,F16 Registration and roadworthiness offences,1,0.0
2019,March,F Other offences,F10 Regulatory driving offences,F19 Other regulatory driving offences,11,0.2
2019,March,F Other offences,F20 Transport regulation offences,F21 Public transport,418,6.4
2019,March,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences,8,0.1
2019,March,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,149,2.3
2019,March,F Other offences,F20 Transport regulation offences,F24 Pedestrian offences,21,0.3
2019,March,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,30,0.5
2019,March,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences,36,0.6
2019,March,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,300,4.6
2019,March,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,189,2.9
2019,March,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences,14,0.2
2019,March,F Other offences,F30 Other government regulatory offences,F35 Intellectual property,1,0.0
2019,March,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,50,0.8
2019,March,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,70,1.1
2019,March,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,52,0.8
2019,March,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,134,2.1
2019,March,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,190,2.9
2019,March,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,54,0.8
2019,March,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,55,0.8
2018,March,A Crimes against the person,A10 Homicide and related offences,A11 Murder,62,1.0
2018,March,A Crimes against the person,A10 Homicide and related offences,A12 Attempted murder,58,0.9
2018,March,A Crimes against the person,A10 Homicide and related offences,A14 Manslaughter & A13  Accessory/ conspiracy to murder,20,0.3
2018,March,A Crimes against the person,A10 Homicide and related offences,A15 Driving causing death,85,1.3
2018,March,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,"7,629",118.9
2018,March,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,"8,596",133.9
2018,March,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer","2,920",45.5
2018,March,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,"13,789",214.8
2018,March,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,"10,358",161.4
2018,March,A Crimes against the person,A30 Sexual offences,A31 Rape,"4,551",70.9
2018,March,A Crimes against the person,A30 Sexual offences,A32 Indecent assault,"7,144",111.3
2018,March,A Crimes against the person,A30 Sexual offences,A33 Incest,591,9.2
2018,March,A Crimes against the person,A30 Sexual offences,A34 Sexual offences against children,"1,856",28.9
2018,March,A Crimes against the person,A30 Sexual offences,A39 Other sexual offences,782,12.2
2018,March,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,147,2.3
2018,March,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,569,8.9
2018,March,A Crimes against the person,A40 Abduction and related offences,A43 Slavery and sexual servitude offences,1,0.0
2018,March,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,"2,845",44.3
2018,March,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,382,6.0
2018,March,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,100,1.6
2018,March,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,69,1.1
2018,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,"1,295",20.2
2018,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,"1,162",18.1
2018,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,"1,537",23.9
2018,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,971,15.1
2018,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,"3,823",59.6
2018,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,"2,893",45.1
2018,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,984,15.3
2018,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,57,0.9
2018,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,"1,176",18.3
2018,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,"3,707",57.8
2018,March,B Property and deception offences,B10 Arson,B11 Cause damage by fire,"2,565",40.0
2018,March,B Property and deception offences,B10 Arson,B12 Cause a bushfire,61,1.0
2018,March,B Property and deception offences,B10 Arson,B19 Other fire related offences,583,9.1
2018,March,B Property and deception offences,B20 Property damage,B21 Criminal damage,"37,842",589.6
2018,March,B Property and deception offences,B20 Property damage,B22 Graffiti,"3,090",48.1
2018,March,B Property and deception offences,B20 Property damage,B29 Other property damage offences,468,7.3
2018,March,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,"3,489",54.4
2018,March,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,153,2.4
2018,March,B Property and deception offences,B30 Burglary/Break and enter,B319 Unknown aggravated burglary,4,0.1
2018,March,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,"27,382",426.6
2018,March,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,"14,019",218.4
2018,March,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,81,1.3
2018,March,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,"17,961",279.8
2018,March,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,"54,635",851.3
2018,March,B Property and deception offences,B40 Theft,B43 Steal from a retail store,"22,302",347.5
2018,March,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,"6,307",98.3
2018,March,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,"17,421",271.4
2018,March,B Property and deception offences,B40 Theft,B46 Fare evasion,100,1.6
2018,March,B Property and deception offences,B40 Theft,B49 Other theft,"45,338",706.4
2018,March,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,"3,221",50.2
2018,March,B Property and deception offences,B50 Deception,B52 Possess equipment to make false instrument,14,0.2
2018,March,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,"28,623",446.0
2018,March,B Property and deception offences,B50 Deception,B54 State false information,970,15.1
2018,March,B Property and deception offences,B50 Deception,B55 Deceptive business practices,200,3.1
2018,March,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,189,2.9
2018,March,B Property and deception offences,B50 Deception,B59 Other deception offences,478,7.4
2018,March,B Property and deception offences,B60 Bribery,B61 Bribery of officials,9,0.1
2018,March,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,50,0.8
2018,March,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,"4,157",64.8
2018,March,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,937,14.6
2018,March,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,371,5.8
2018,March,C Drug offences,C30 Drug use and possession,C31 Drug use,"1,015",15.8
2018,March,C Drug offences,C30 Drug use and possession,C32 Drug possession,"22,034",343.3
2018,March,C Drug offences,C90 Other drug offences,C99 Other drug offences,65,1.0
2018,March,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,"4,421",68.9
2018,March,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,"10,006",155.9
2018,March,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,262,4.1
2018,March,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,"1,364",21.3
2018,March,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,"7,961",124.0
2018,March,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,"3,931",61.2
2018,March,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,932,14.5
2018,March,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,"1,611",25.1
2018,March,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,263,4.1
2018,March,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,208,3.2
2018,March,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,425,6.6
2018,March,D Public order and security offences,D30 Public nuisance offences,D33 Begging,227,3.5
2018,March,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,"2,779",43.3
2018,March,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,169,2.6
2018,March,D Public order and security offences,D40 Public security offences,D41 Immigration offences,1,0.0
2018,March,D Public order and security offences,D40 Public security offences,D43 Hacking,86,1.3
2018,March,D Public order and security offences,D40 Public security offences,D44 Terrorism offences,44,0.7
2018,March,D Public order and security offences,D40 Public security offences,D49 Other public security offences,6,0.1
2018,March,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,126,2.0
2018,March,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,"8,650",134.8
2018,March,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,743,11.6
2018,March,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,871,13.6
2018,March,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,"1,846",28.8
2018,March,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,"38,847",605.3
2018,March,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,"3,289",51.2
2018,March,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,"13,989",218.0
2018,March,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,"1,064",16.6
2018,March,F Other offences,F10 Regulatory driving offences,F15 Licensing offences,2,0.0
2018,March,F Other offences,F10 Regulatory driving offences,F19 Other regulatory driving offences,17,0.3
2018,March,F Other offences,F20 Transport regulation offences,F21 Public transport,379,5.9
2018,March,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences,14,0.2
2018,March,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,92,1.4
2018,March,F Other offences,F20 Transport regulation offences,F24 Pedestrian offences,24,0.4
2018,March,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,48,0.7
2018,March,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences,29,0.5
2018,March,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,215,3.3
2018,March,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,318,5.0
2018,March,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences,20,0.3
2018,March,F Other offences,F30 Other government regulatory offences,F35 Intellectual property,1,0.0
2018,March,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,65,1.0
2018,March,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,77,1.2
2018,March,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,75,1.2
2018,March,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,31,0.5
2018,March,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,180,2.8
2018,March,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,22,0.3
2018,March,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,62,1.0
2017,March,A Crimes against the person,A10 Homicide and related offences,A11 Murder,69,1.1
2017,March,A Crimes against the person,A10 Homicide and related offences,A12 Attempted murder,84,1.3
2017,March,A Crimes against the person,A10 Homicide and related offences,A14 Manslaughter & A13  Accessory/ conspiracy to murder,10,0.2
2017,March,A Crimes against the person,A10 Homicide and related offences,A15 Driving causing death,74,1.2
2017,March,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,"8,391",133.2
2017,March,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,"8,669",137.6
2017,March,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer","3,119",49.5
2017,March,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,"13,990",222.1
2017,March,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,"9,486",150.6
2017,March,A Crimes against the person,A30 Sexual offences,A31 Rape,"4,376",69.5
2017,March,A Crimes against the person,A30 Sexual offences,A32 Indecent assault,"6,742",107.0
2017,March,A Crimes against the person,A30 Sexual offences,A33 Incest,459,7.3
2017,March,A Crimes against the person,A30 Sexual offences,A34 Sexual offences against children,"1,346",21.4
2017,March,A Crimes against the person,A30 Sexual offences,A39 Other sexual offences,436,6.9
2017,March,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,203,3.2
2017,March,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,603,9.6
2017,March,A Crimes against the person,A40 Abduction and related offences,A43 Slavery and sexual servitude offences,1,0.0
